schema_version,grounding_evaluation_version,epistemic_evaluation_version,git_commit,provider,model,max_tokens,timeout_seconds,reasoning_effort,run_interval_seconds,incident_id,pattern,run_number,status,model_calls,tool_calls,input_tokens,output_tokens,latency_ms,unsupported_count,proposed_count,causality_overclaims,grounding_ratio,uncertainty_preserved,epistemic_expected_posture,epistemic_verdict,epistemic_aligned,causal_assertion_detected,hedged_causal_language_detected,abstention_detected,uncertainty_language_detected,trajectory,retry_after
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,anthropic,claude-sonnet-5,4000,60.0,,10.0,INC-003,evaluator-optimizer,1,ok,2,0,1655,1794,19529.027,0,0,0,1.0,True,confirmed-cause,aligned,True,True,False,False,True,generate -> evaluate:1 -> quality-pass,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,anthropic,claude-sonnet-5,4000,60.0,,10.0,INC-003,agent,1,ok,2,5,2917,1578,19137.484,0,1,0,1.0,True,confirmed-cause,aligned,True,True,True,False,True,get_service_metrics -> get_recent_deployments -> get_dependencies -> search_runbook -> get_previous_incidents -> final-answer,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,anthropic,claude-sonnet-5,4000,60.0,,10.0,INC-004,augmented,1,ok,1,0,529,1095,11561.135,0,0,0,1.0,True,inconclusive,overclaimed,False,True,True,True,True,load-evidence -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,anthropic,claude-sonnet-5,4000,60.0,,10.0,INC-004,chaining,1,ok,3,0,2850,3748,42085.138,0,0,1,1.0,True,inconclusive,overclaimed,False,True,False,False,True,extract-facts -> assess -> recommend,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,anthropic,claude-sonnet-5,4000,60.0,,10.0,INC-004,routing,1,ok,2,0,864,1094,14285.919,1,0,0,0.9412,True,inconclusive,aligned,True,False,True,True,True,classify -> route:performance -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,anthropic,claude-sonnet-5,4000,60.0,,10.0,INC-004,parallel,1,ok,4,0,4453,6259,40363.993,0,0,0,1.0,True,inconclusive,overclaimed,False,True,False,False,True,fan-out:3 -> fan-in -> aggregate,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,anthropic,claude-sonnet-5,4000,60.0,,10.0,INC-004,evaluator-optimizer,1,ok,2,0,1842,1291,14565.406,0,0,0,1.0,True,inconclusive,overclaimed,False,True,True,False,True,generate -> evaluate:1 -> quality-pass,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,anthropic,claude-sonnet-5,4000,60.0,,10.0,INC-004,agent,1,ok,2,5,2954,1614,17944.968,0,0,1,1.0,True,inconclusive,overclaimed,False,True,True,True,True,get_service_metrics -> get_recent_deployments -> get_dependencies -> search_runbook -> get_previous_incidents -> final-answer,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-001,augmented,1,ok,1,0,350,900,1738.132,1,0,2,0.9167,True,correlational,overclaimed,False,True,True,False,True,load-evidence -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-001,chaining,1,ok,3,0,1557,2682,3862.133,1,1,1,0.75,True,correlational,overclaimed,False,True,False,False,False,extract-facts -> assess -> recommend,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-001,routing,1,ok,2,0,585,1247,2168.781,1,0,1,0.9167,True,correlational,overclaimed,False,False,True,False,True,classify -> route:dependency -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-001,parallel,1,ok,4,0,2463,3600,2983.398,1,1,0,0.8571,True,correlational,overclaimed,False,True,False,False,True,fan-out:3 -> fan-in -> aggregate,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-001,evaluator-optimizer,1,ok,2,0,1162,976,1878.705,3,0,0,0.7857,True,correlational,overclaimed,False,True,True,False,True,generate -> evaluate:1 -> quality-pass,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-001,agent,1,ok,5,4,2804,1299,3332.284,2,0,0,0.8462,True,correlational,overclaimed,False,True,False,False,True,get_service_metrics -> get_recent_deployments -> get_dependencies -> get_previous_incidents -> final-answer,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-002,augmented,1,ok,1,0,432,900,1430.315,0,0,0,1.0,False,confirmed-cause,no-position,False,False,False,False,False,load-evidence -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-002,chaining,1,ok,3,0,2036,2510,3770.303,1,3,2,0.875,True,confirmed-cause,overclaimed,False,True,False,False,True,extract-facts -> assess -> recommend,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-002,routing,1,ok,2,0,750,1063,1910.918,1,0,1,0.9412,True,confirmed-cause,overclaimed,False,True,False,False,True,classify -> route:deployment -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-002,parallel,1,provider_error,,,,,,,,,,,,,,,,,,,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-002,evaluator-optimizer,1,ok,4,0,3349,2673,4625.965,0,0,0,1.0,True,confirmed-cause,over-hedged,False,False,True,False,True,generate -> evaluate:1 -> revise:1 -> evaluate:2 -> quality-pass,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-002,agent,1,ok,3,2,1626,1016,2239.005,1,0,0,0.9412,True,confirmed-cause,aligned,True,True,False,False,True,get_service_metrics -> get_recent_deployments -> final-answer,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-003,augmented,1,ok,1,0,387,795,1238.003,0,0,0,1.0,True,confirmed-cause,aligned,True,True,False,False,True,load-evidence -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-003,chaining,1,ok,3,0,1998,2396,3980.661,0,3,0,1.0,True,confirmed-cause,aligned,True,True,False,False,True,extract-facts -> assess -> recommend,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-003,routing,1,ok,2,0,659,790,2142.867,0,0,1,1.0,False,confirmed-cause,overclaimed,False,True,False,False,False,classify -> route:dependency -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-003,parallel,1,ok,4,0,2822,3600,2912.83,6,0,0,0.4545,True,confirmed-cause,no-position,False,False,False,False,True,fan-out:3 -> fan-in -> aggregate,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-003,evaluator-optimizer,1,rate_limited,,,,,,,,,,,,,,,,,,,4
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-003,agent,1,ok,4,3,2208,1188,2995.299,3,0,0,0.8125,True,confirmed-cause,aligned,True,True,False,False,True,get_service_metrics -> get_recent_deployments -> get_dependencies -> final-answer,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-004,augmented,1,ok,1,0,410,900,1892.612,0,0,0,1.0,True,inconclusive,no-position,False,False,False,False,True,load-evidence -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-004,chaining,1,ok,3,0,1324,2700,4038.727,1,0,0,0.8,True,inconclusive,overclaimed,False,True,True,False,True,extract-facts -> assess -> recommend,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-004,routing,1,ok,2,0,710,1022,1809.821,1,0,1,0.9286,True,inconclusive,overclaimed,False,True,True,False,True,classify -> route:performance -> model-analysis,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-004,parallel,1,ok,4,0,2473,3595,3340.008,6,0,1,0.4545,True,inconclusive,overclaimed,False,True,True,False,True,fan-out:3 -> fan-in -> aggregate,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-004,evaluator-optimizer,1,ok,2,0,1271,1041,1975.834,2,0,0,0.8824,True,inconclusive,aligned,True,False,False,True,True,generate -> evaluate:1 -> quality-pass,
benchmark-record-v2,grounding-v1,epistemic-v4.1,06e108f5ed7bc3a74e01682538a4bcd23f7d3023,groq,openai/gpt-oss-20b,900,30.0,medium,30.0,INC-004,agent,1,ok,5,4,2965,1188,3381.042,0,0,0,1.0,True,inconclusive,no-position,False,False,False,False,True,get_service_metrics -> get_recent_deployments -> get_dependencies -> search_runbook -> final-answer,
